,20.1_vs_10.1,10.2_vs_10.1,20.2_vs_20.1,20.2_vs_10.2,liver_10_vs_20,scanner_1_vs_2,Int__liver_10.20_vs_scanner_1.2
1052_s_at,0.500765016672306,0.521983272603751,0.512874801305994,0.491648254671229,0.502682508975727,0.487673044022345,0.496776557076782
1053_at,0.499911613382436,0.491334587226964,0.503931580263101,0.512507301964221,0.495608614414495,0.50167387607002,0.504453880522099
1054_at,0.516930533493647,0.504103014043924,0.497481039300809,0.510312406242189,0.49036689854169,0.499439933096184,0.497658760323988
1055_g_at,0.520968757711481,0.51404753137934,0.494435920668404,0.501363724029687,0.49210137371293,0.496999712061223,0.493065507224946
1056_s_at,0.520117730131282,0.504307681135096,0.491726853213547,0.507544309704365,0.490217796263614,0.50140218102543,0.495551858522584
1057_at,0.494858611167518,0.495255241250647,0.498342600500291,0.497945944259859,0.502544010113107,0.502263533846902,0.501091582833063
1058_at,0.494143520732021,0.494748139672038,0.501180768894535,0.500576092817455,0.501866966022693,0.501439398082331,0.502274319797338
1059_at,0.50212238285453,0.49800957101594,0.497932891415211,0.502045703308566,0.498526355646697,0.501434559263158,0.499972889316597
105_at,0.503511171581047,0.500871110662426,0.498630783189029,0.501270883908891,0.49830927634172,0.500176107817627,0.499207923951
1060_g_at,0.507275861150229,0.50111215583819,0.504674770562098,0.510837651460459,0.493595567278026,0.497953983184526,0.501259609738418
1061_at,0.502223352395331,0.493009971567983,0.492509613084992,0.501722917616278,0.498604779738587,0.505119741482378,0.49982306741722
1062_g_at,0.502964098338818,0.508327267332219,0.51188379470203,0.506521515755297,0.496646256136138,0.492853857306106,0.501257827963182
1063_s_at,0.499136924176539,0.499614713513906,0.50153689689802,0.501059109504794,0.49993069142582,0.499592842982015,0.50067959548935
1064_at,0.508149390981829,0.5108835683793,0.509896728411238,0.507162397974428,0.494586294799411,0.492652634624279,0.499650980961769
1065_at,0.505547982076242,0.50161256119219,0.500019812142716,0.503955342671876,0.49664002089641,0.499422867521514,0.499436876807692
1066_at,0.497368780589531,0.497503044125227,0.49950003353971,0.49936576736645,0.501154516869619,0.501059576617414,0.500706047727594
1067_at,0.499564892308268,0.513767427056098,0.503691476831364,0.489487477768778,0.503870941205425,0.493826606560158,0.496436713092242
1068_g_at,0.49421602930956,0.507134483871982,0.507691925259801,0.494773513871785,0.503892847068378,0.494757920652282,0.500197119334018
1069_at,0.504559518266435,0.50553914000143,0.512523387142985,0.511544132673093,0.494306088076063,0.493613414733591,0.502469952993283
106_at,0.5123297524912,0.504578526691607,0.494095432821102,0.501848299433038,0.494986737072116,0.500468866687531,0.496293608179708
1070_at,0.495810408729319,0.499488751787543,0.50040638954605,0.496728006369658,0.502638089612008,0.500037073161613,0.500324433979419
1071_at,0.501175236700516,0.498766993639533,0.496968713242711,0.49937693105106,0.49980477871562,0.501507662708275,0.499364202518919
1072_g_at,0.499459748203932,0.495571765058807,0.49675438689524,0.500642424730531,0.49996387637286,0.502713138890376,0.500418139375941
1073_at,0.520072379252506,0.523931635404705,0.498052031747991,0.494187078729091,0.494955730573617,0.492223014317619,0.490845898098774
1074_at,0.499774297333488,0.534690722435596,0.516836913689038,0.481887881581216,0.506485314586653,0.481771310952272,0.493674260734149
1075_f_at,0.504613475449905,0.504490027556815,0.502571323202484,0.502694776442329,0.497416117227445,0.497503411982357,0.499321608675577
1076_at,0.506983289667864,0.516945046233194,0.498350308202096,0.488385446440546,0.501637848608516,0.494590640461213,0.493424260899638
1077_at,0.450678512860087,0.54021928321208,0.520276415275156,0.430898895229549,0.541959172166478,0.478594559264027,0.492928417734845
1078_at,0.502780849034589,0.503098526561992,0.497792885933335,0.49747520536785,0.499909469095524,0.499684831089033,0.498124164683597
1079_g_at,0.497921945079912,0.498602838172004,0.501079079375072,0.500398180991437,0.500593928202926,0.500112459672802,0.500875484245548
107_at,0.499783673466795,0.501886407757522,0.503203942483278,0.50110123419603,0.499687137436813,0.49820028085491,0.500465828455479
1080_s_at,0.500060418567665,0.500463222880104,0.499125938049499,0.498723135113958,0.500430079407711,0.500145253753553,0.499527198240594
1081_at,0.54613470440283,0.552917291561814,0.495930053661946,0.489095928347124,0.487510085154293,0.482680121788472,0.479805373101774
1082_at,0.517352489897549,0.498872725250215,0.482619352982817,0.501099091031556,0.493474735706132,0.506545190595713,0.494251819338118
1083_s_at,0.511595196577674,0.494831596236026,0.484229385744025,0.500990652953725,0.495549744805221,0.507404139826684,0.496250205862316
1084_at,0.500661772335839,0.501537142681029,0.501893109563054,0.501017741718938,0.499406201833037,0.49878722069983,0.50012585446325
1085_s_at,0.496462916130559,0.504974981739231,0.504473077346387,0.49596099917409,0.502678571086618,0.496659566981216,0.499822537552403
1086_at,0.502499271540974,0.500019615070486,0.497709855623139,0.500189515856571,0.49904936521611,0.500802757240082,0.499183372839127
1087_at,0.504688661732676,0.497365711996666,0.49156248594075,0.498884935086115,0.498736507189908,0.503914639535438,0.49794804313662
1088_at,0.496805000304524,0.503274998862107,0.529492018940551,0.523036046965999,0.492980973489254,0.488407213309417,0.509277782320689
1089_i_at,0.507188942125846,0.50282388570549,0.494346247922101,0.498711482846773,0.497913757474546,0.501000566379617,0.497002655364756
108_g_at,0.498793380199118,0.496843100808594,0.49969174081793,0.501642046648965,0.499846052376512,0.501225128225737,0.501007156901832
1090_f_at,0.505673555150758,0.501193857067944,0.493047344067901,0.497526895482201,0.498868409324278,0.502036157840181,0.497119672655323
